"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0001122";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №17";"";"";"194358, Россия, г. Санкт-Петербург, ул. Есенина, 38, корп. 2, лит. А";"Корнилова Эльмира Григорьевна";"(812) 597-84-35";"(812) 598-84-36";"pd17@zdrav.spb.ru";"";"1977";"";"194358";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001124";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №19";"";"";"197046, Россия, г. Санкт-Петербург, ул. Куйбышева, 25";"Щербина Альбина Николаевна";"(812) 233-51-14, 233-50-14, 233-16-52, 230-83-06, 230-84-51";"(812) 233-51-14, 233-11-94";"pd19@zdrav.spb.ru";"";"1943";"";"197046";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001134";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №29";"";"";"195274, Россия, г. Санкт-Петербург, ул. Д.Бедного, 18, корп. 3";"Щербакова Елена Геннадьевна";"(812) 559-07-21, 559-07-22";"(812) 559-07-21";"dp29dp29@yandex.ru";"dp29.spb.ru";"1974";"";"195274";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001140";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №35";"";"";"196191, Россия, г. Санкт-Петербург, Ленинский просп., 168, корп. 2";"Федорова Людмила Михайловна";"(812) 295-16-61";"(812) 295-16-10";"pd35@zdrav.spb.ru";"";"1963";"";"196191";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001148";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №44";"";"";"191144, Россия, г. Санкт-Петербург, ул. Мытнинская, 25, лит. А";"Шакун Елена Юрьевна";"(812) 271-13-74, 274-41-85, 274-45-09";"(812) 274-11-73";"pd44@zdrav.spb.ru";"dp44.spb.ru";"1987";"";"191144";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001149";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №45";"";"";"193312, Россия, г. Санкт-Петербург, Товарищеский просп., 10, корп. 3";"Новикова Марина Михайловна";"(812) 584-54-95, 584-54-93, 584-54-94";"(812) 580-86-08";"pd45@zdrav.spb.ru";"";"1974";"";"193312";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0004758";"муниципальная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №49";"";"";"196601, Россия, г. Санкт-Петербург, Пушкин, Софийский бул., 28, лит. А";"Малышева Лариса Валерьевна";"(812) 466-43-56, 466-47-20, 466-46-81, 466-47-49";"(812) 466-46-81, 470-35-29, 466-43-72";"pd49@zdrav.spb.ru";"";"1965";"";"196601";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001153";"муниципальная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №51";"";"";"196657, Россия, г. Санкт-Петербург, Колпино, ул. Металлургов, 11, лит. А";"";"(812) 481-12-39";"(812) 481-12-34";"pd51@zdrav.spb.ru";"";"1979";"";"196657";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001163";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №62";"";"";"193318, Россия, г. Санкт-Петербург, Искровский просп., 8, лит. А";"Тимофеев Николай Сергеевич";"(812) 589-17-34, 589-10-18, 589-13-43";"(812) 589-17-34";"pd62@zdrav.spb.ru";"";"1979";"";"193318";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001164";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №63";"";"";"194358, Россия, г. Санкт-Петербург, ул. Симонова, 3";"Колганова Галина Михайловна";"(812) 515-51-84, 514-11-01, 514-09-50, 514-01-02";"(812) 515-51-84";"pd63@zdrav.spb.ru";"";"1980";"";"194358";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001168";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №67";"";"";"198510, Россия, г. Санкт-Петербург, Петергоф, ул. Аврова, 19";"Тюляева Наталья Григорьевна";"(812) 427-35-98, 427-39-62, 427-17-27";"(812) 427-25-50";"pd67@zdrav.spb.ru";"";"1978";"";"198510";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001169";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №68";"";"";"195426, Россия, г. Санкт-Петербург, просп. Наставников, 20, корп. 1";"Федорова Валентина Андреевна";"(812) 524-18-46, 524-18-47, 524-16-74";"(812) 524-16-74";"pd68@zdrav.spb.ru";"";"1986";"";"195426";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001113";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №7";"";"";"194291, Россия, г. Санкт-Петербург, ул. Кустодиева, 8";"Матесович Елена Болеславовна";"(812) 597-38-85";"(812) 597-38-85";"pd7@zdrav.spb.ru";"";"1976";"";"194291";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001171";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №71";"";"";"194354, Россия, г. Санкт-Петербург, просп. Ф.Энгельса, 117";"Савельева Татьяна Ивановна";"(812) 594-12-16, 594-10-89, 594-11-25";"(812) 594-12-16";"pd71@zdrav.spb.ru";"dp71.spb.ru";"1988";"";"194354";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001172";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №72";"";"";"198412, Россия, г. Санкт-Петербург, Ломоносов, ул. Красноармейская, 20";"";"(812) 423-09-89";"(812) 423-09-83";"pd72@zdrav.spb.ru";"";"1989";"";"198412";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001173";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №73";"";"";"192177, Россия, г. Санкт-Петербург, ул. Караваевская, 30";"Вовчик Татьяна Владимировна";"(812) 700-87-15, 700-40-28, 700-40-29, 700-79-61";"(812) 700-87-15";"pd73@zdrav.spb.ru";"";"1990";"";"192177";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001175";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №76";"";"";"195427, Россия, г. Санкт-Петербург, ул. Академика Байкова, 27";"Петрова Тамара Михайловна";"(812) 550-80-90, 550-80-58, 550-79-00, 550-78-33";"(812) 550-80-90";"pd76@zdrav.spb.ru";"";"1989";"";"195427";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001000";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №8";"";"";"191123, Россия, г. Санкт-Петербург, ул. Чайковского, 73";"Блашенкова Надежда Юрьевна";"(812) 273-26-19";"(812) 273-26-19";"pd8@zdrav.spb.ru";"";"1919";"120";"191123";"";"лечение педиатрических заболеваний; ";""
"0046976";"государственная";"ДЕТСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА №3";"";"";"199026, Россия, г. Санкт-Петербург, Васильевский о-в, Большой просп., 77/17";"";"(812) 321-53-93";"(812) 321-30-32";"db3@zdrav.spb.ru";"";"";"";"199026";"";"лечение инфекционных заболеваний; ";""
"0003369";"федеральная";"ДЕТСКАЯ КЛИНИКА ПАТОЛОГИИ ГОЛОСА и РЕЧИ";"НИИ УХА, ГОРЛА, НОСА и РЕЧИ";"";"190013, Россия, г. Санкт-Петербург, ул. Бронницкая, 9";"Смирнова Татьяна Ивановна";"(812) 316-20-07, 316-51-12, 575-49-47, 495-36-70";"(812) 316-55-10";"lor-obchestvo@bk.ru";"";"1930";"70";"190013";"";"лечение отоларингологических заболеваний; ";""
"0021361";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188350, Россия, Ленинградская обл., г. Гатчина, ул. Хохлова, 3";"";"(81371) 3-23-15";"";"";"";"";"";"188350";"";"услуги лечебных медицинских учреждений и больниц; ";""
"0027847";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188410, Россия, Ленинградская обл., п. Волосово, ул. Краснофлотская, 1";"";"(81373) 2-24-77";"";"";"";"";"";"188410";"";"многопрофильное медицинское обслуживание; ";""
"0027908";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"187110, Россия, Ленинградская обл., г. Кириши, ул. Советская, 4";"";"(81368) 2-32-52";"";"";"";"";"";"187110";"";"многопрофильное медицинское обслуживание; ";""
"0027918";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"187710, Россия, Ленинградская обл., г. Лодейное Поле, просп. Гагарина, 1";"";"(81364) 2-27-69";"";"";"";"";"";"187710";"";"многопрофильное медицинское обслуживание; ";""
"0027945";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188751, Россия, Ленинградская обл., г. Приозерск, ул. Калинина, 35";"";"(81379) 2-17-31";"";"";"";"";"";"188751";"";"многопрофильное медицинское обслуживание; ";""
"0027950";"муниципальная";"ДЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188540, Россия, Ленинградская обл., г. Сланцы, ул. Гагарина, 2-а";"";"(81374) 2-19-36";"";"";"";"";"";"188540";"";"многопрофильное медицинское обслуживание; ";""
"0004918";"государственная";"""ДЕТСКАЯ ПСИХИАТРИЯ"" ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ";"КОМИТЕТ ЗДРАВООХРАНЕНИЯ МЭРИИ г. САНКТ-ПЕТЕРБУРГА";"";"197376, Россия, г. Санкт-Петербург, Песочная наб., 4";"Рубина Людмила Павловна";"(812) 234-23-33, 346-12-67, 234-31-38";"(812) 234-47-11";"cvldp@home.ru";"";"1989";"280";"197376";"";"лечение психоневрологических заболеваний у детей; УЗИ-диагностика; судебно-медицинская экспертиза; реабилитационное лечение; ";""
