"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0037556";"информация не предоставлена";"ДЕТСКАЯ ПОЛИКЛИНИКА";"ОТДЕЛЕНЧЕСКАЯ БОЛЬНИЦА ст. ""ВОЛОГДА""";"";"160000, Россия, г. Вологда, ул. Челюскинцев, 48";"";"(8172) 25-03-32";"";"";"";"";"";"160000";"";"многопрофильное медицинское обслуживание; ";""
"0004918";"государственная";"""ДЕТСКАЯ ПСИХИАТРИЯ"" ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ";"КОМИТЕТ ЗДРАВООХРАНЕНИЯ МЭРИИ г. САНКТ-ПЕТЕРБУРГА";"";"197376, Россия, г. Санкт-Петербург, Песочная наб., 4";"Рубина Людмила Павловна";"(812) 234-23-33, 346-12-67, 234-31-38";"(812) 234-47-11";"cvldp@home.ru";"";"1989";"280";"197376";"";"лечение психоневрологических заболеваний у детей; УЗИ-диагностика; судебно-медицинская экспертиза; реабилитационное лечение; ";""
"0001944";"субъектов федерации";"ДЕТСКАЯ РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА";"";"";"185002, Республика Карелия, г. Петрозаводск, ул. Парковая, 58";"Зарипова Людмила Ивановна";"(8142) 76-43-70, 75-06-30";"(8142) 56-41-54";"drb-glav@onego.ru";"";"1956";"";"185002";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0016255";"муниципальная";"ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №1";"";"";"160009, Россия, г. Вологда, ул. III Интернационала, 4";"Ткаченко Клара Михайловна";"(8172) 76-83-33, 76-83-62, 72-20-33";"";"";"";"";"";"160009";"";"диагностика и лечение; лечение стоматологических заболеваний; ";""
"0002046";"муниципальная";"ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"163071, Россия, г. Архангельск, пр. Приорова, 6, корп. 1";"";"(8182) 29-13-02, 20-36-79";"(8182) 29-13-02";"operator@detstomat.ru";"";"";"";"163071";"";"лечение стоматологических заболеваний; ";""
"0002063";"муниципальная";"ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"185003, Республика Карелия, г. Петрозаводск, ул. Калинина, 51-а";"Бумагина Валентина Ивановна";"(8142) 57-77-51, 57-19-06";"(8142) 57-77-51";"oms035@oms.karelia.ru";"";"1962";"";"185003";"";"лечение стоматологических заболеваний; лечение ортодонтоза; ";""
"0003350";"федеральная";"ДЕТСКАЯ ХИРУРГИЧЕСКАЯ КЛИНИКА ОБЩЕЙ ОТОРИНОЛАРИНГОЛОГИИ";"САНКТ-ПЕТЕРБУРГСКИЙ НИИ УХА, ГОРЛА, НОСА и РЕЧИ";"";"190013, Россия, г. Санкт-Петербург, ул. Бронницкая, 9";"Янов Юрий Константинович";"(812) 316-28-88, 710-10-10";"(812) 316-79-11";"lor-obchestvo@bk.ru";"";"1930";"40";"190013";"";"диагностика и лечение; исследования и разработки новых методов лечения; ";""
"0000975";"государственная";"""ДЕТСКИЕ ДЮНЫ"" ДЕТСКИЙ САНАТОРИЙ (РЕАБИЛИТАЦИОННЫЙ ЦЕНТР)";"";"";"197706, Россия, г. Санкт-Петербург, Сестрорецк, Приморское шоссе, 37-й км, 1";"Губина Наталья Борисовна";"(812) 437-40-04, 437-39-30, 437-30-57, 437-01-38, 437-34-14, 434-12-75, 434-12-74, 437-75-71";"(812) 437-40-04, 437-39-30, 437-75-71";"ddune@rambler.ru";"www.detdune.ru";"1955";"350";"197706";"";"санаторное лечение педиатрических заболеваний; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение гастроэнтерологических заболеваний; санаторное лечение отоларингологических заболеваний; ";""
"0005010";"государственная";"ДЕТСКИЙ ДНЕВНОЙ СТАЦИОНАР";"ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ им. С.С.МАНУХИНА ""ДЕТСКАЯ ПСИХИАТРИЯ""";"";"196240, Россия, г. Санкт-Петербург, Новоизмайловский просп., 43";"Зуева Наталия Александровна";"(812) 375-58-63, 375-62-07";"(812) 375-58-63";"";"";"1975";"";"196240";"";"лечение психоневрологических заболеваний у детей; реабилитационное лечение; логопедия; ";""
"0007544";"информация не предоставлена";"ДЕТСКИЙ КАРДИОРЕВМАТОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"238545, Россия, Калининградская обл., г. Светлогорск, Калининградский просп., 79";"";"(40153) 2-11-75, 3-32-36";"";"";"";"";"100";"238545";"";"санаторно-курортное обслуживание; санаторное лечение заболеваний опорно-двигательного аппарата; ";""
"0000909";"государственная";"ДЕТСКИЙ КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР №2";"ГОРОДСКАЯ ПОЛИКЛИНИКА №23";"";"198099, Россия, г. Санкт-Петербург, ул. Гладкова, 4";"Рухвинская Ирина Владимировна";"(812) 786-05-33, 786-21-69, 786-11-89, 786-37-73";"(812) 786-21-69";"";"";"1948";"130";"198099";"";"лечение психоневрологических заболеваний у детей; лечение гастроэнтерологических заболеваний; ";""
"0037040";"информация не предоставлена";"ДЕТСКИЙ МЕТОДИЧЕСКИЙ КАБИНЕТ";"";"";"236029, Россия, г. Калининград, ул. Бахчисарайская, 20/22";"";"(4012) 27-51-34";"";"";"";"";"";"236029";"";"медицинское обслуживание; ";""
"0037131";"информация не предоставлена";"ДЕТСКИЙ ОБЛАСТНОЙ СУРДОЛОГИЧЕСКИЙ КАБИНЕТ";"";"";"236006, Россия, г. Калининград, Московский просп., 123";"";"(4012) 43-15-54";"";"";"";"";"";"236006";"";"лечение отоларингологических заболеваний; ";""
"0036843";"информация не предоставлена";"ДЕТСКИЙ ОЗДОРОВИТЕЛЬНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР";"";"";"180016, Россия, г. Псков, ул. Коммунальная, 30";"";"(8112) 44-02-02";"";"";"";"";"";"180016";"";"санаторно-курортное обслуживание; ";""
"0037548";"информация не предоставлена";"ДЕТСКИЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"162270, Россия, Вологодская обл., г. Сокол, ул. Суворова, 4";"";"(81733) 2-12-50";"";"";"";"";"";"162270";"";"санаторное лечение туберкулеза; ";""
"0020406";"государственная";"ДЕТСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"162600, Россия, Вологодская обл., г. Череповец, ул. Любецкая, 40";"Чащина Валентина Ивановна";"(8202) 31-52-10, 31-55-74";"";"topolek_san@mail.ru";"";"";"";"162600";"";"лечение психоневрологических заболеваний у детей; ";""
"0011777";"акционерная";"ДЕТСКИЙ СТОМАТОЛОГИЧЕСКИЙ САЛОН (ЗАО)";"ФИРМА ""ВЫБОР""";"";"195273, Россия, г. Санкт-Петербург, ул. Карпинского, 9, корп. 4";"Трофимов Евгений Иванович";"(812) 299-36-08, 555-41-30";"(812) 555-41-30";"vybordent@mail.ru";"";"1995";"";"195273";"";"лечение стоматологических заболеваний; лечение ортодонтоза; ";""
"0037540";"информация не предоставлена";"ДЕТСКО-ПОДРОСТКОВАЯ СЛУЖБА";"ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"160000, Россия, г. Вологда, ул. Предтеченская, 45";"";"(8172) 72-60-74";"";"";"";"";"";"160000";"";"лечение наркологических заболеваний; ";""
"0037516";"муниципальная";"ДЕТСКОЕ КОЖНОЕ ОТДЕЛЕНИЕ";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"160000, Россия, г. Вологда, ул. Беляева, 21-а";"";"(8172) 72-26-94";"";"";"";"";"";"160000";"";"лечение кожных заболеваний; ";""
"0037239";"информация не предоставлена";"ДЕТСКОЕ ОТДЕЛЕНИЕ";"ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"238530, Россия, Калининградская обл., г. Зеленоградск, ул. Лесопарковая, 1";"";"(40150) 3-10-01";"";"";"";"";"";"238530";"";"многопрофильное медицинское обслуживание; ";""
"0001107";"государственная";"ДЕТСКОЕ ПОЛИКЛИНИЧЕСКОЕ ОТДЕЛЕНИЕ №1";"ПОЛИКЛИНИКА №4";"";"199226, Россия, г. Санкт-Петербург, ул. Кораблестроителей, 21, корп. 2";"Кузнецова Елена Владимировна";"(812) 356-41-94, 356-41-93";"(812) 356-41-94";"dp01_dp4@mail.ru";"";"1969";"";"199226";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
